일자,기업명,분야,투자금,단계,투자사
2018-04-03,더클로젯컴퍼니,패션,비공개,시드,카카오벤처스
2018-04-03,쏘카,플랫폼,600억원,,IMM프라이빗에쿼티
2018-04-03,진캐스트,바이오,32억원,시리즈A,"파트너스인베스트먼트, 기술보증기금, 심본투자파트너스"
2018-04-04,산타,교육,비공개,,블루포인트파트너스
2018-04-05,알려줌,콘텐츠,5억원,프리 시리즈A,"쿨리지코너인베스트먼트, 빅뱅엔젤스, 서울산업진흥원"
2018-04-05,빅히트엔터테인먼트,콘텐츠,2014억원,,넷마블게임즈
2018-04-10,스터디짐,교육,5억원,,본엔젤스벤처파트너스
2018-04-10,토모큐브,바이오,50억원,,"인터베스트, 소프트뱅크벤처스코리아, 컴퍼니케이파트너스"
2018-04-11,지오인터넷,부동산,8억원,,"본엔젤스, 카카오벤처스"
2018-04-11,지투지바이오,바이오,70억원,시리즈A,"한국투자파트너스, 쿼드자산운용, CKD창투, 대덕벤처파트너스, 코그니티브인베스트먼트"
2018-04-11,난다,패션,4000억원,인수합병,로레알
2018-04-11,나우웨이팅,O2O,50억원,신주발행,"카카오, 세마트랜스링크인베스트먼트, 컴퍼니케이파트너스"
2018-04-12,아이유노미디어그룹,콘텐츠,240억원,,소프트뱅크벤처스
2018-04-12,호갱노노,O2O,비공개,인수합병,직방
2018-04-13,와드,O2O,5억원,,NHN페이코
2018-04-13,솔메딕스,의료,비공개,,서울산업진흥원
2018-04-16,모두의그룹,광고,비공개,인수합병,스마트포스팅
2018-04-16,올봄,헬스케어,6000만원,,한국사회투자
2018-04-16,지놈앤컴퍼니,헬스케어,110억원,시리즈B,"한국투자파트너스, DSC 인베스트먼트, 파라투스 인베스트먼트, 코리아오메가,프리미어파트너스,마크로젠"
2018-04-16,로켓펀치,플랫폼,10억원,시리즈A,대덕벤처파트너스
2018-04-16,밸런스히어로,핀테크,250억원,시리즈B,"라인벤처스, 네이버, 신한은행, TS 인베스트먼트"
2018-04-17,아파트멘터리,부동산,30억원,,소프트뱅크벤처스
2018-04-17,데이블,콘텐츠,60억원,시리즈B,"엔에이치엔페이코, 삼성벤처투자, DSC인베스트먼트, 카카오벤처스, 스톤브릿지캐피탈"
2018-04-18,울랄라랩,,20억원,,마그나인베스트먼트 외 2
2018-04-19,비피소프트,O2O,비공개,,서울산업진흥원
2018-04-19,메가폰엔터테인먼트,O2O,2억원,,킹슬리벤처스
2018-04-19,프렉탈,핀테크,비공개,,네오플라이
2018-04-20,필로비즈,플랫폼,3억2000만원,시드,"레이징, 푸른미니·담빛·길벗하나투자조합"
2018-04-23,팟빵,콘텐츠,65억원,,"아이디어브릿지파트너스, 센트럴투자파트너스, 보광창업투자, 아이디벤처스, SBI 인베스트먼트, IBK 기업은행"
2018-04-24,당근마켓,플랫폼,57억원,시리즈B,"소프트뱅크벤처스, 카카오벤처스, 스트롱벤처스"
2018-04-25,코너스,IoT,비공개,,LB인베스트먼트
2018-04-25,에티켓,O2O,15억원,시리즈A,세마트랜스링크인베스트먼트
2018-04-25,트위니,소프트웨어,10억원,,오텍그룹
2018-04-25,뤼이드,교육,115억원,시리즈B,"한국투자파트너스, 컴퍼니K파트너스, 파트너스인베스트먼트, 화이인베스트먼트, ES인베스터, 엔피에쿼티파트너스"
2018-04-26,라인웍스,헬스케어,19억원,,카카오인베스트먼트
2018-04-26,베어로보틱스,로봇,21억5000만원,시드,우아한형제들
2018-04-26,숨고,플랫폼,36억원,,"아이디벤처스, IMM인베스트먼트, 데브시스터즈벤처스, 와이콤비네이터, 스트롱벤처스, 프라이머, 스탈링벤처스"
2018-04-26,넥스트매치,모바일앱,97억원,인수,메타랩스
2018-04-26,애드인텔리전스,광고,비공개,,"서울대기술지주회사, 벤처스퀘어"
2018-04-27,오피지지,게임,100억원,,"DS자산운용, 소프트뱅크 벤처스"
2018-04-27,스타스테크,제조,1억5000만원,,블루포인트파트너스
2018-04-27,테이블리포트,플랫폼,비공개,,프라이머
2018-04-30,이벤터스,플랫폼,비공개,,"스트롱벤처스, 롯데액셀러레이터"
2018-04-30,티티씨프로토콜,블록체인,비공개,,네오플라이
2018-05-02,안드로메다,플랫폼,1억원,,컴퍼니비
2018-05-02,아크릴,AI,10억원,신주구매,LG전자
2018-05-02,에드포인사이트,블록체인,비공개,,캡스톤파트너스
2018-05-03,해긴,게임,80억원,,"스톰벤처스, 텐센트, 본엔젤스, 넷마블-코나 펀드, 데브시스터즈"
2018-05-03,마켓디자이너스,플랫폼,80억원,,"B인베스트먼트, 프리미어파트너스, DSC인베스트먼트, KB인베스트먼트"
2018-05-04,야놀자,O2O,300억원,,한화자산운용
2018-05-08,ASD코리아,클라우드,32억원,,"엠디아이벤처스,코로프라넥스트"
2018-05-09,진캐스트,헬스케어,52억원,시리즈A,"타임와이즈인베스트먼트, IBK캐피탈, 심본투자파트너스,파트너스인베스트먼트, 기술보증기금"
2018-05-09,코스모체인,블록체인,비공개,,네오플라이
2018-05-09,빅픽처인터렉티브,e스포츠,25억원,,"미래에셋벤처투자, 마그나인베스트먼트, 마이다스동아인베스트먼트"
2018-05-09,메디히어,헬스케어,비공개,시드,디지털헬스케어파트너스
2018-05-10,직토,블록체인,5억원,,더웰스인베스트먼트
2018-05-10,업스테어스,O2O,비공개,,매쉬업엔젤스
2018-05-10,운칠기삼,모바일앱,12억원,시리즈A,"캡스톤파트너스, 카카오벤처스, 빅베이슨캐피탈"
2018-05-10,젤리랩,헬스케어,비공개,,디지털헬스케어파트너스
2018-05-10,알고리즘랩스,에듀테크,비공개,,정상JLS
2018-05-10,메이펀딩,금융,40억원,지분인수,현대엠아이비인터내셔널
2018-05-10,에버스핀,보안,215억원,,"SBI홀딩스, 블랙파인"
2018-05-11,더드림,헬스케어,20억원,,동문파트너스
2018-05-14,모로코,마케팅,120억원,시리즈B,"드레이퍼 아테나, 삼성벤처투자, 미래에셋벤처투자, 스마일게이트 인베스트먼트, KT네트워크, DSC인베스트먼트"
2018-05-14,솔루게이트,인공지능,13억원,,신용보증기금
2018-05-15,한국어음중개,금융,40억원,지분인수,한국투자파트너스
2018-05-15,라엘,e커머스,23억원,,"소프트뱅크벤처스, 에이티넘파트너스, 트라이브마켓"
2018-05-15,티밸류와이즈,플랫폼,10억원,프리시리즈A,"카카오벤처스, 코그니티브인베스트먼트, 디캠프"
2018-05-16,한국신용데이터,금융,비공개,,신한카드
2018-05-16,와그트래블,O2O,80억원,시리즈B,"컴퍼니케이파트너스, LB인베스트먼트, 메가인베스트먼트, 아주IB투자"
2018-05-16,아드리엘,광고,비공개,,D2 Startup Factory
2018-05-17,칠십이초,동영상,20억원,지분인수,네이버
2018-05-17,베이비프렌즈,커뮤니티,비공개,,신한퓨처스랩
2018-05-17,트리플,여행,120억원,시리즈A,"네이버, 아주IB투자, 한국투자파트너스, KB인베스트먼트"
2018-05-18,네트워크디파인즈,블록체인,비공개,,스프링캠프
2018-05-21,비주얼,패션,비공개,프리 시리즈A,캡스톤파트너스
2018-05-21,얌테이블,유통,10억원,,SJ투자파트너스
2018-05-23,샌드박스네트워크,콘텐츠,100억원,시리즈B,넵튠
2018-05-24,바로고,O2O,200억원,시리즈A,알지피코리아
2018-05-24,젤라또랩,플랫폼,비공개,시드,베이스인베스트먼트
2018-05-24,콩두컴퍼니,e스포츠,95억원,,넵튠
2018-05-24,케어랩스,헬스케어,50억원,유상증자,데일리파트너스
2018-05-25,로켓펀치,플랫폼,10억원,,대덕벤처파트너스
2018-05-29,닥프렌즈,플랫폼,7억원,,케이클라비스인베스트먼트
2018-05-29,아드리엘,인공지능,비공개,,스프링캠프
2018-05-30,체인파트너스,블록체인,118억원,시리즈A,"DSC인베스트먼트, 캡스톤파트너스, DS자산운용,프리미어파트너스"
2018-05-31,다크매터,핀테크,비공개,,해시드
2018-05-31,블로코,블록체인,95억원,시리즈B,"삼성벤처투자, 스파크랩 벤처스, 인터베스트, 대성창업투자, 원익투자파트너스, 포스코기술투자, 프리미어파트너스"
2018-06-05,EV하이브,코워킹스페이스,217억원,,"소프트뱅크벤처스, H&CK파트너스, 티그리스인베스트먼트, 라인벤처스, 네이버, 스틱인베스트먼트"
2018-06-06,OTD코퍼레이션,O2O,420억원,상환전환우선주 인수,"네오플럭스, 아이에스동서, 우미건설, 미래에셋대우"
2018-06-07,리플AI,광고,4억원,시드,카카오벤처스
2018-06-08,센티넬 프로토콜,보안,비공개,,네오플라이
2018-06-11,글루와,블록체인,비공개,,스티브 첸
2018-06-11,21그램,팻테크,3억원,,BA파트너스
2018-06-11,메이크어스,미디어,100억원,,SK텔레콤
2018-06-11,트립비토즈,여행플랫폼,5억원,,"SJ투자파트너스, KB증권"
2018-06-12,미래SCI,바이오,80억원,,요즈마그룹코리아 외
2018-06-12,Jr코딩연구소,교육,비공개,시드,인포뱅크
2018-06-12,메스프레소,교육,50억원,,"소프트뱅크벤처스, 메가인베스트먼트, 미래에셋벤처투자, 스마일게이트인베스트먼트"
2018-06-13,모티바코리아,헬스케어,30억원,시리즈A,
2018-06-14,엔드림,게임,515억원,,"알펜루트자산운용, 위메이드엔터테인먼트, 키움 신기사 투자조합, 에스비아이인베스트먼트, 디에스자산운용, 레이니어파트너스, 대신증권, 미래에셋대우"
2018-06-14,스무디,소프트웨어,6억원,,해시드
2018-06-15,데일리호텔,O2O,비공개,시리즈C,"LB인베스트먼트, 글로벌브레인, 세쿼이아 캐피탈"
2018-06-18,비바리퍼블리카,핀테크,440억원,,"싱가포르투자청, 세콰이어 차이나"
2018-06-18,데이터블,마케팅,3억원,,비에이파트너스
2018-06-18,라이프시맨틱스,헬스케어,64억원,지분인수,케어랩스
2018-06-18,노티플러스,콘텐츠,4억원,,블루포인트파트너스
2018-06-18,뷰티패스,뷰티,비공개,,"퍼플랩스 대표 전종하, 파우더룸 대표 김정은, 야나두 대표 김민철, 넥스플랫 대표 신철호"
2018-06-19,뮨,헬스케어,비공개,,디지털헬스케어파트너스
2018-06-19,데일리인텔리전스,블록체인,40억원,지분인수,데일리블록체인
2018-06-19,디노먼트,콘텐츠,비공개,인수합병,리디주식회사
2018-06-20,코인랩스,블록체인,비공개,지분인수,모제림
2018-06-21,펫픽,O2O,2억5000만원,,GS홈쇼핑
2018-06-21,인벤티지랩,바이오,80억원,,"미래에셋캐피탈, 스톤브릿지벤처스, SJ투자파트너스, 스마일게이트 인베스트먼트, 스틱인베스트먼트, 이노폴리스 파트너스"
2018-06-21,프렌트립,레저,20억원,,야놀자
2018-06-21,더열림,하드웨어,2억원,,A.I엔젤클럽
2018-06-22,푸른밤,소프트웨어,28억원,,"레오파트너스인베스트먼트, 패스파인더에이치, 아주IB·캡스톤파트너스"
2018-06-26,스튜디오씨드코리아,디자인,35억원,시리즈A,"한국투자파트너스, 코오롱인베스트먼트, 포스코기술투자"
2018-06-26,디스이즈엔지니어링,하드웨어,70억원,시리즈A,"SBI인베스트먼트, 산업은행, 기술보증기금, 한국투자파트너스, KB인베스트먼트"
2018-06-26,이제이엔,게임,5억원,,동문파트너즈
2018-06-27,인플루엔셜,오디오북,75억원,시리즈A,"NAVER-KTB 오디오콘텐츠 전문투자조합(오디오콘텐츠 펀드), 미래에셋벤처투자"
2018-06-27,인플루엔셜,콘텐츠,비공개,,네이버-KTB 오디오콘텐츠 전문투자조합
2018-06-27,코스믹그린,농업,비공개,,스프링캠프
2018-06-27,더파이러츠,O2O,32억원,,"스톤브릿지벤처스, 베이스인베스트먼트, 레오파트너스인베스트먼트"
2018-06-28,웰트,헬스케어,24억원,시리즈A,"스마일게이트인베스트먼트, 한화투자증권, 비공개, 삼성벤처투자, 인라이트벤처스"
2018-06-28,이그니스,푸드테크,70억원,,"미래에셋캐피탈, 흥국에프엔비"
2018-06-28,모빌테크,소프트웨어,비공개,,네이버D2SF
2018-06-28,포자랩스,소프트웨어,비공개,,D2 Startup Factory
2018-06-28,마키나락스,소프트웨어,비공개,,"D2 Startup Factory, 네이버, SK텔레콤, 현대차"
2018-07-02,집꾸미기,플랫폼,60억원,3자배정 유상 증자,에이티넘성장투자조합
2018-07-02,포스크리에이티브파티,소프트웨어,220억원,,엔씨소프트
2018-07-02,뉴플라이트,바이오,100억원,,알펜루트자산운용 외
2018-07-02,크레딧잡,플랫폼,비공개,인수,원티드랩
2018-07-02,온다,호텔,20억원,프리시리즈A,야놀자
2018-07-03,비주얼,O2O,비공개,프리시리즈A,캡스톤파트너스 외
2018-07-03,맘모식스,게임,비공개,,인포뱅크주식회사
2018-07-04,더화이트커뮤니케이션,O2O,비공개,프리시리즈A,신용보증기금
2018-07-05,버즈폴,헬스케어,34억원,,중져주식그룹
2018-07-05,달봉엔터프라이즈,외식업,비공개,시드투자,매쉬업엔젤스
2018-07-05,루닛,헬스케어,160억원,시리즈B,"인터베스트 주도로 소프트뱅크벤처스, 카카오벤처스, 미래에셋벤처투자, KT인베스트먼트"
2018-07-06,블루미,O2O,비공개,시드투자,500스타트업
2018-07-06,빛컨,제조,비공개,시리즈A,"한국산업은행, 스파크랩벤처스, WSV"
2018-07-09,두리,금융,비공개,,하나금융티아이
2018-07-09,YDM Thailand,광고,30억원,,"인터치, 태국 국립 저축 은행, 태국 증권 거래소"
2018-07-10,버즈폴,헬스케어,33억원,,중저그룹
2018-07-10,해피문데이,헬스케어,5억원,,"스프링캠프,팁스"
2018-07-10,비앤케이랩,O2O,비공개,인수,케어랩스
2018-07-11,라이드플럭스,모빌리티,비공개,,쏘카
2018-07-11,메이크스타,플랫폼,40억원,,알토스벤처스
2018-07-11,피퍼,플랫폼,3억5000만원,,"액트너랩, 반디 컨소시아"
2018-07-11,쓰리빌리언,헬스케어,30억원,시리즈A,"한국산업은행, 더웰스인베스트먼트, JW에셋"
2018-07-13,마이쿤,플랫폼,190억원,,"KB인베스트먼트, 소프트뱅크벤처스,굿워터캐피탈"
2018-07-16,브이씨엔씨,모바일,비공개,인수,쏘카
2018-07-16,우주인,O2O,비공개,,브레이브파트너스
2018-07-17,식권대장,솔루션,65억원,시리즈B,"신한금융투자, 코그니티브인베스트먼트, KB인베스트먼트, KB증권, 아주IB투자, 아이디어브릿지파트너스, 우아한형제"
2018-07-17,11번가 태국법인,쇼핑,비공개,인수,트릴리어네어
2018-07-17,빛컨,솔루션,비공개,,카카오인베스트먼트
2018-07-18,디딤센서,솔루션,비공개,시드,매쉬업엔젤스
2018-07-18,포휠즈,플랫폼,10억원,시리즈A,카카오벤처스
2018-07-19,니어랩스,드론,30억원,,"컴퍼니케이파트너스, 스톤브릿지벤처스, 데브시스터즈벤처스"
2018-07-19,티포트,호텔솔루션,20억원,프리시리즈A,야놀자
2018-07-19,플러스티브이,디지털사이니지,5억원,,중소기업벤처
2018-07-20,올스테이,O2O,15억원,,"타이드스퀘어, 벤처리퍼블릭"
2018-07-24,매드업,광고,134억원,시리즈B,"프랙시스캐피탈, 스톤브릿지벤처스, 아이디벤처스, 엠지인베스트먼트, 서울투자파트너스"
2018-07-25,메쉬코리아,물류,275억원,,"현대자동차, 미래에셋"
2018-07-25,비욘드플랫폼서비스,핀테크,30억원,,한신공영 외
2018-07-26,지프코리아,제조,비공개,,블루포인트파트너스
2018-07-27,짐싸,O2O,비공개,,팁스 프로그램 선정
2018-07-27,살린,콘텐츠,비공개,,팁스 프로그램 선정
2018-07-30,액션파워,AI,비공개,,스프링캠프
2018-07-30,비주얼캠프,VR/AR,18억5000만원,시리즈A,"신한-코그니티브인베스트먼트, 캡스톤파트너스, KAI-KVIC가상증강현실투자조합(코리아에셋투자증권], 신한퓨처스랩"
2018-07-30,에어프레미아,항공사,105억원,,"패스트인베스트먼트, DS자산운용, 휴젤 창업자 홍성범 원장, 로스엔젤레스 한인상공회의소 및 교민회"
2018-07-30,다이닝코드,푸드테크,10억원,,AJ캐피탈파트너스
2018-08-01,브리치,패션,37억원,,"현대기술투자, 포스코기술투자, 인터베스트, 캡스톤파트너스, 제넷"
2018-08-01,레이터릴레이,블록체인,111억원,,"블록체인캐피털, 터스트벤처스, 디스트리뷰티드글로벌, 리시프로컬벤처스, 콜라보레이티브펀드"
2018-08-01,크립톤,블록체인,비공개,,파운데이션엑스
2018-08-01,뉴코애드윈드,광고,1억원,,오픈트레이드
2018-08-01,텐핑거스,플랫폼,23억원,,"대성 창업 투자, 쿨리지코너 인베스트먼트, 에트리 홀딩스"
2018-08-02,데이트팝,플랫폼,23억원,,"대성창업투자, 에트리홀딩스, 기존 투자자인 쿨리지코너인베스트먼트"
